index,user_id,comment,label
4,suzyQ7,"
What is your intended major?

",0
4,suzyQ7,"
What is your intended major?

",0
5,rickle1,"
If money isn’t a big decider and both schools accomplish your academic goals, fit should be an easy decider as these two couldn’t be much further apart. Both great schools but completely different feel. Hard to imagine you liking both equally based on their differences.

",3
5,rickle1,"
If money isn’t a big decider and both schools accomplish your academic goals, fit should be an easy decider as these two couldn’t be much further apart. Both great schools but completely different feel. Hard to imagine you liking both equally based on their differences.

",0
5,rickle1,"
If money isn’t a big decider and both schools accomplish your academic goals, fit should be an easy decider as these two couldn’t be much further apart. Both great schools but completely different feel. Hard to imagine you liking both equally based on their differences.

",3
6,privatebanker,"
@undergrad2018   Contrary to the post you made earlier. I just checked Forbes all colleges top schools listing.  BC 49 and BU 86. Not saying this is all about rankings because it’s different for each kid.  But leapfrogging BC seems a little ambitious in the next three years.

",1
6,privatebanker,"
@undergrad2018   Contrary to the post you made earlier. I just checked Forbes all colleges top schools listing.  BC 49 and BU 86. Not saying this is all about rankings because it’s different for each kid.  But leapfrogging BC seems a little ambitious in the next three years.

",2
6,privatebanker,"
@undergrad2018   Contrary to the post you made earlier. I just checked Forbes all colleges top schools listing.  BC 49 and BU 86. Not saying this is all about rankings because it’s different for each kid.  But leapfrogging BC seems a little ambitious in the next three years.

",1
7,WildestDream,"
^ Based on numbers, it’s clear that BU is the school with the momentum here. BU is now more selective than BC based on acceptance rate, and draws a nearly identical student body as BC based on stats, which wasn’t the case a few years ago. It’s also catching up and will probably surpass BC in the overall U.S. news rankings in the near future. BU’s been really ramping up it’s STEM offerings, and it looks like that’s paying off.

",1
7,WildestDream,"
^ Based on numbers, it’s clear that BU is the school with the momentum here. BU is now more selective than BC based on acceptance rate, and draws a nearly identical student body as BC based on stats, which wasn’t the case a few years ago. It’s also catching up and will probably surpass BC in the overall U.S. news rankings in the near future. BU’s been really ramping up it’s STEM offerings, and it looks like that’s paying off.

",1
7,WildestDream,"
^ Based on numbers, it’s clear that BU is the school with the momentum here. BU is now more selective than BC based on acceptance rate, and draws a nearly identical student body as BC based on stats, which wasn’t the case a few years ago. It’s also catching up and will probably surpass BC in the overall U.S. news rankings in the near future. BU’s been really ramping up it’s STEM offerings, and it looks like that’s paying off.

",1
8,privatebanker,"
If acceptance rate percentage means adding another 10000 unqualified interested students makes it more selective. Then so be it. They can only take what they can take based on spots available.  So I would look at the average student admitted.  Not marketing prowess.  And when they eclipse BC on either forbes or USNWR I’ll agree. Until then it’s speculation and conjecture on your part.

",0
8,privatebanker,"
If acceptance rate percentage means adding another 10000 unqualified interested students makes it more selective. Then so be it. They can only take what they can take based on spots available.  So I would look at the average student admitted.  Not marketing prowess.  And when they eclipse BC on either forbes or USNWR I’ll agree. Until then it’s speculation and conjecture on your part.

",2
8,privatebanker,"
If acceptance rate percentage means adding another 10000 unqualified interested students makes it more selective. Then so be it. They can only take what they can take based on spots available.  So I would look at the average student admitted.  Not marketing prowess.  And when they eclipse BC on either forbes or USNWR I’ll agree. Until then it’s speculation and conjecture on your part.

",2
9,evergreen5,"
It’s difficult to compare acceptance rates considering that BU offers ED while BC does not.
With the uptick in apps and lowering of acceptance rates everywhere this season, it will be interesting to compare data for the students who choose to enroll at these schools in fall 2018.  Past middle 50 ACT scores for enrolled students:
fall 2017 BC 31-33, BU 29-32
fall 2016 BC 30-33, BU 28-32
Depending on the program of study, these schools are close enough that ranking should not be a factor in the decision.  However, the campuses are so different that it’s hard to imagine a student not having a significant personal preference for one campus over the other.  OP, maybe you need to visit them again, talk with some current students, etc.

",3
9,evergreen5,"
It’s difficult to compare acceptance rates considering that BU offers ED while BC does not.
With the uptick in apps and lowering of acceptance rates everywhere this season, it will be interesting to compare data for the students who choose to enroll at these schools in fall 2018.  Past middle 50 ACT scores for enrolled students:
fall 2017 BC 31-33, BU 29-32
fall 2016 BC 30-33, BU 28-32
Depending on the program of study, these schools are close enough that ranking should not be a factor in the decision.  However, the campuses are so different that it’s hard to imagine a student not having a significant personal preference for one campus over the other.  OP, maybe you need to visit them again, talk with some current students, etc.

",2
9,evergreen5,"
It’s difficult to compare acceptance rates considering that BU offers ED while BC does not.
With the uptick in apps and lowering of acceptance rates everywhere this season, it will be interesting to compare data for the students who choose to enroll at these schools in fall 2018.  Past middle 50 ACT scores for enrolled students:
fall 2017 BC 31-33, BU 29-32
fall 2016 BC 30-33, BU 28-32
Depending on the program of study, these schools are close enough that ranking should not be a factor in the decision.  However, the campuses are so different that it’s hard to imagine a student not having a significant personal preference for one campus over the other.  OP, maybe you need to visit them again, talk with some current students, etc.

",0
10,Hapworth,"
I think @rickle1 nailed it.  These two schools, though they both have “Boston” in front of their names, could not be more different.  Thus, all things being equal (financially, I mean), you should have a clear sense of what you want.  BC offers the more traditional college experience, complete with D1 football.  BU is more urban and appeals to a more independent student (not just because it is urban but because it is so large: 32K students vs. BC’s 14K).
I was surprised to learn, however, that both schools have high percentages of students that live on campus: 75% for BU and 82% for BC.  I would have guessed that a lot of BU students would not live on campus.  I was wrong.  I’m also guessing that at both schools a fair number of upperclassmen (seniors especially perhaps) choose to live away from school.

",3
10,Hapworth,"
I think @rickle1 nailed it.  These two schools, though they both have “Boston” in front of their names, could not be more different.  Thus, all things being equal (financially, I mean), you should have a clear sense of what you want.  BC offers the more traditional college experience, complete with D1 football.  BU is more urban and appeals to a more independent student (not just because it is urban but because it is so large: 32K students vs. BC’s 14K).
I was surprised to learn, however, that both schools have high percentages of students that live on campus: 75% for BU and 82% for BC.  I would have guessed that a lot of BU students would not live on campus.  I was wrong.  I’m also guessing that at both schools a fair number of upperclassmen (seniors especially perhaps) choose to live away from school.

",0
10,Hapworth,"
I think @rickle1 nailed it.  These two schools, though they both have “Boston” in front of their names, could not be more different.  Thus, all things being equal (financially, I mean), you should have a clear sense of what you want.  BC offers the more traditional college experience, complete with D1 football.  BU is more urban and appeals to a more independent student (not just because it is urban but because it is so large: 32K students vs. BC’s 14K).
I was surprised to learn, however, that both schools have high percentages of students that live on campus: 75% for BU and 82% for BC.  I would have guessed that a lot of BU students would not live on campus.  I was wrong.  I’m also guessing that at both schools a fair number of upperclassmen (seniors especially perhaps) choose to live away from school.

",3
22,evergreen5,"
^I would agree.  That’s why I posted stats for enrolled students in #10.

",0
22,evergreen5,"
^I would agree.  That’s why I posted stats for enrolled students in #10.

",2
22,evergreen5,"
^I would agree.  That’s why I posted stats for enrolled students in #10.

",1
23,happy1,"
The OP hasn’t been back to CC since May 1 – I expect he/she decided on a school.

",0
23,happy1,"
The OP hasn’t been back to CC since May 1 – I expect he/she decided on a school.

",2
23,happy1,"
The OP hasn’t been back to CC since May 1 – I expect he/she decided on a school.

",2
24,UrbanMum,"
BU is a bit more selective and it also has a smaller freshman class. Here are the stats for 2018 admissions:
Boston University
22% acceptance rate
3300 total freshmen
1468 mean SAT
32 mean ACT
Boston College
27% acceptance rate
8400 total freshmen
1448 mean SAT
33 mean ACT

",2
24,UrbanMum,"
BU is a bit more selective and it also has a smaller freshman class. Here are the stats for 2018 admissions:
Boston University
22% acceptance rate
3300 total freshmen
1468 mean SAT
32 mean ACT
Boston College
27% acceptance rate
8400 total freshmen
1448 mean SAT
33 mean ACT

",1
24,UrbanMum,"
BU is a bit more selective and it also has a smaller freshman class. Here are the stats for 2018 admissions:
Boston University
22% acceptance rate
3300 total freshmen
1468 mean SAT
32 mean ACT
Boston College
27% acceptance rate
8400 total freshmen
1448 mean SAT
33 mean ACT

",1
25,Alexandre,"
UrbanMum, BC does not have 8,400 freshmen. It has 2,400 freshmen. Otherwise, your data seems about right, although I am not sure there is enough of a difference in the admit rate and standardized test scores to suggest that BU is more selective than BC.

",3
25,Alexandre,"
UrbanMum, BC does not have 8,400 freshmen. It has 2,400 freshmen. Otherwise, your data seems about right, although I am not sure there is enough of a difference in the admit rate and standardized test scores to suggest that BU is more selective than BC.

",3
25,Alexandre,"
UrbanMum, BC does not have 8,400 freshmen. It has 2,400 freshmen. Otherwise, your data seems about right, although I am not sure there is enough of a difference in the admit rate and standardized test scores to suggest that BU is more selective than BC.

",2
26,privatebanker,"
It’s not more selective it’s less so. Bc has division one sports in the averages and bu is not at the same level.
BC is a higher ranked school than BU universally in the US and especially in business. BU has a bigger presence internationally.

",2
26,privatebanker,"
It’s not more selective it’s less so. Bc has division one sports in the averages and bu is not at the same level.
BC is a higher ranked school than BU universally in the US and especially in business. BU has a bigger presence internationally.

",1
26,privatebanker,"
It’s not more selective it’s less so. Bc has division one sports in the averages and bu is not at the same level.
BC is a higher ranked school than BU universally in the US and especially in business. BU has a bigger presence internationally.

",2
27,privatebanker,"
Bc has a a target of 2297 freshman. 2400 was an over enrollment in 2021.
Bu has many more applications and bit the pool isn’t necessarily  as deep or talented pool once you get out beyond the a certain number of applications
People make a big mistake looking at admit rates as a sign of selectivity.  It’s a sign of application volume. If all students were equal then it would be true. But a school received 60k applications and 4000 were great the rest not competitive   School b has 10k apps because they are Jesuit and expensive. But they 4K admitted non athletes have higher stats tha school a.  You would have one school with a less than 10 percent acceptance rate and school b with a 40 percent acceptance rate. Your chances of getting in were not determined by acceptance rate. It’s the quality of the pool you are swimming in.

",2
27,privatebanker,"
Bc has a a target of 2297 freshman. 2400 was an over enrollment in 2021.
Bu has many more applications and bit the pool isn’t necessarily  as deep or talented pool once you get out beyond the a certain number of applications
People make a big mistake looking at admit rates as a sign of selectivity.  It’s a sign of application volume. If all students were equal then it would be true. But a school received 60k applications and 4000 were great the rest not competitive   School b has 10k apps because they are Jesuit and expensive. But they 4K admitted non athletes have higher stats tha school a.  You would have one school with a less than 10 percent acceptance rate and school b with a 40 percent acceptance rate. Your chances of getting in were not determined by acceptance rate. It’s the quality of the pool you are swimming in.

",2
27,privatebanker,"
Bc has a a target of 2297 freshman. 2400 was an over enrollment in 2021.
Bu has many more applications and bit the pool isn’t necessarily  as deep or talented pool once you get out beyond the a certain number of applications
People make a big mistake looking at admit rates as a sign of selectivity.  It’s a sign of application volume. If all students were equal then it would be true. But a school received 60k applications and 4000 were great the rest not competitive   School b has 10k apps because they are Jesuit and expensive. But they 4K admitted non athletes have higher stats tha school a.  You would have one school with a less than 10 percent acceptance rate and school b with a 40 percent acceptance rate. Your chances of getting in were not determined by acceptance rate. It’s the quality of the pool you are swimming in.

",2
28,Alexandre,"
Agreed privatebanker. The strength of the applicant pool must be considered.

",0
28,Alexandre,"
Agreed privatebanker. The strength of the applicant pool must be considered.

",2
28,Alexandre,"
Agreed privatebanker. The strength of the applicant pool must be considered.

",2
29,TomSrOfBoston,"
BC, as a Catholic, Jesuit school has a self selecting applicant pool.  Many students do not even consider applying to BC because of its religious identity.  Also families in search of merit aid are less likely to apply to BC.

",1
29,TomSrOfBoston,"
BC, as a Catholic, Jesuit school has a self selecting applicant pool.  Many students do not even consider applying to BC because of its religious identity.  Also families in search of merit aid are less likely to apply to BC.

",2
29,TomSrOfBoston,"
BC, as a Catholic, Jesuit school has a self selecting applicant pool.  Many students do not even consider applying to BC because of its religious identity.  Also families in search of merit aid are less likely to apply to BC.

",2
30,Corbett,"

[quote]
People make a big mistake looking at admit rates as a sign of selectivity.
[/quote]

The best-known college-rankings, from USN&WR, include an evaluation of “student selectivity” (among other things). And as far as USN&WR is concerned, acceptance rate is only a minor factor in determining selectivity. They evaluate selectivity using the following factors:
65% weight - SAT or ACT scores for enrolled (not admitted) students
25% weight - fraction of enrolled (not admitted) students in top 10% of their high school class
10% weight - acceptance rate
In other words, “selectivity” is not really determined by the number of students that a school turns away. Instead, it’s mostly determined by the quality of the students that a school attracts.
In the 2018 ranking, BC was ranked #28 for selectivity specifically, while BU was ranked #45. Note that these are just the ranks for selectivity, which is only one component of the overall ranking. BU ranked higher than BC in other components, like “faculty resources”, and so the overall rankings were closer.
So there is a good case that BC is the more “selective” school. However, it would be foolish to choose BC over BU solely on that basis.

",3
30,Corbett,"

[quote]
People make a big mistake looking at admit rates as a sign of selectivity.
[/quote]

The best-known college-rankings, from USN&WR, include an evaluation of “student selectivity” (among other things). And as far as USN&WR is concerned, acceptance rate is only a minor factor in determining selectivity. They evaluate selectivity using the following factors:
65% weight - SAT or ACT scores for enrolled (not admitted) students
25% weight - fraction of enrolled (not admitted) students in top 10% of their high school class
10% weight - acceptance rate
In other words, “selectivity” is not really determined by the number of students that a school turns away. Instead, it’s mostly determined by the quality of the students that a school attracts.
In the 2018 ranking, BC was ranked #28 for selectivity specifically, while BU was ranked #45. Note that these are just the ranks for selectivity, which is only one component of the overall ranking. BU ranked higher than BC in other components, like “faculty resources”, and so the overall rankings were closer.
So there is a good case that BC is the more “selective” school. However, it would be foolish to choose BC over BU solely on that basis.

",2
30,Corbett,"

[quote]
People make a big mistake looking at admit rates as a sign of selectivity.
[/quote]

The best-known college-rankings, from USN&WR, include an evaluation of “student selectivity” (among other things). And as far as USN&WR is concerned, acceptance rate is only a minor factor in determining selectivity. They evaluate selectivity using the following factors:
65% weight - SAT or ACT scores for enrolled (not admitted) students
25% weight - fraction of enrolled (not admitted) students in top 10% of their high school class
10% weight - acceptance rate
In other words, “selectivity” is not really determined by the number of students that a school turns away. Instead, it’s mostly determined by the quality of the students that a school attracts.
In the 2018 ranking, BC was ranked #28 for selectivity specifically, while BU was ranked #45. Note that these are just the ranks for selectivity, which is only one component of the overall ranking. BU ranked higher than BC in other components, like “faculty resources”, and so the overall rankings were closer.
So there is a good case that BC is the more “selective” school. However, it would be foolish to choose BC over BU solely on that basis.

",1
31,IzzoOne,"
I agree on admit rates not being a great indicator of selectivity.  The modern phenomenon of low admit rates is largely due to the relative ease of applying to multiple schools combined with marketing programs to get as many to apply or not whether or not they are qualified.  A cynical view would be to say they are inducing unqualified students to apply to be rejected.  The number of high stat kids has not skyrocketed (although high school grade inflation is rampant).  Unfortunately, other metrics used by USNews are open to manipulation as well.
I would say historically, BC has had the better reputation and a more traditional campus experience.  BU has made some significant gains and is experiencing some of the trendiness that some urban campuses are experiencing.  It is difficult to say if that is going to continue or whether trends will change.
I think they are probably close enough in reputation that I would suggest going on fit.

",3
31,IzzoOne,"
I agree on admit rates not being a great indicator of selectivity.  The modern phenomenon of low admit rates is largely due to the relative ease of applying to multiple schools combined with marketing programs to get as many to apply or not whether or not they are qualified.  A cynical view would be to say they are inducing unqualified students to apply to be rejected.  The number of high stat kids has not skyrocketed (although high school grade inflation is rampant).  Unfortunately, other metrics used by USNews are open to manipulation as well.
I would say historically, BC has had the better reputation and a more traditional campus experience.  BU has made some significant gains and is experiencing some of the trendiness that some urban campuses are experiencing.  It is difficult to say if that is going to continue or whether trends will change.
I think they are probably close enough in reputation that I would suggest going on fit.

",2
31,IzzoOne,"
I agree on admit rates not being a great indicator of selectivity.  The modern phenomenon of low admit rates is largely due to the relative ease of applying to multiple schools combined with marketing programs to get as many to apply or not whether or not they are qualified.  A cynical view would be to say they are inducing unqualified students to apply to be rejected.  The number of high stat kids has not skyrocketed (although high school grade inflation is rampant).  Unfortunately, other metrics used by USNews are open to manipulation as well.
I would say historically, BC has had the better reputation and a more traditional campus experience.  BU has made some significant gains and is experiencing some of the trendiness that some urban campuses are experiencing.  It is difficult to say if that is going to continue or whether trends will change.
I think they are probably close enough in reputation that I would suggest going on fit.

",1
32,TomSrOfBoston,"
When I was in college if you had a 3.0 average and an 1100 SAT both BU and BC were safeties.  Times have changed!

",3
32,TomSrOfBoston,"
When I was in college if you had a 3.0 average and an 1100 SAT both BU and BC were safeties.  Times have changed!

",0
32,TomSrOfBoston,"
When I was in college if you had a 3.0 average and an 1100 SAT both BU and BC were safeties.  Times have changed!

",3
33,privatebanker,"
@corbett. The case was being made the other way. The original point was being made was the opposite bu being more selective over Bc.   BC is a bit harder to get into in general but a poor reason to choose.

",1
33,privatebanker,"
@corbett. The case was being made the other way. The original point was being made was the opposite bu being more selective over Bc.   BC is a bit harder to get into in general but a poor reason to choose.

",0
33,privatebanker,"
@corbett. The case was being made the other way. The original point was being made was the opposite bu being more selective over Bc.   BC is a bit harder to get into in general but a poor reason to choose.

",1
34,ccfk1221,"
i love how the discussion got carried way and OP is nowhere to be seen…

",0
34,ccfk1221,"
i love how the discussion got carried way and OP is nowhere to be seen…

",0
34,ccfk1221,"
i love how the discussion got carried way and OP is nowhere to be seen…

",0
35,WildestDream,"
BU has pretty much caught up BC in terms of selectivity. Lots of momentum. Academically, BU is more robust in more academic areas than BC.

",1
35,WildestDream,"
BU has pretty much caught up BC in terms of selectivity. Lots of momentum. Academically, BU is more robust in more academic areas than BC.

",1
35,WildestDream,"
BU has pretty much caught up BC in terms of selectivity. Lots of momentum. Academically, BU is more robust in more academic areas than BC.

",1
36,privatebanker,"
Yeah. BU is has always been great. Everyone should just go there and be done with it.

",1
36,privatebanker,"
Yeah. BU is has always been great. Everyone should just go there and be done with it.

",1
36,privatebanker,"
Yeah. BU is has always been great. Everyone should just go there and be done with it.

",1
37,TomSrOfBoston,"
BC does not have the alternate freshman entry option that BU has: CGS January-London program.  The stats for those students are not reported to USNews.

",1
37,TomSrOfBoston,"
BC does not have the alternate freshman entry option that BU has: CGS January-London program.  The stats for those students are not reported to USNews.

",0
37,TomSrOfBoston,"
BC does not have the alternate freshman entry option that BU has: CGS January-London program.  The stats for those students are not reported to USNews.

",1
38,SwimmingDad,"
At my kids’ high performing suburban Boston HS, the edge in terms of selectivity goes to BC. BC attracts the preppy kids (my dad’s in financial services!). BU gets more a mix that is reflective of our HS which is almost 1/2 Chinese/Indian/Korean.
That said, you can do fine at either. It is completely about fit; they represent two polar opposites of Boston schools.  Good luck!

",3
38,SwimmingDad,"
At my kids’ high performing suburban Boston HS, the edge in terms of selectivity goes to BC. BC attracts the preppy kids (my dad’s in financial services!). BU gets more a mix that is reflective of our HS which is almost 1/2 Chinese/Indian/Korean.
That said, you can do fine at either. It is completely about fit; they represent two polar opposites of Boston schools.  Good luck!

",3
38,SwimmingDad,"
At my kids’ high performing suburban Boston HS, the edge in terms of selectivity goes to BC. BC attracts the preppy kids (my dad’s in financial services!). BU gets more a mix that is reflective of our HS which is almost 1/2 Chinese/Indian/Korean.
That said, you can do fine at either. It is completely about fit; they represent two polar opposites of Boston schools.  Good luck!

",3
39,privatebanker,"
Tom. Don’t bother with the logic. Some posters are very interested in anti BC rhetoric. Maybe they where waitlisted there and can’t let it go.

",0
39,privatebanker,"
Tom. Don’t bother with the logic. Some posters are very interested in anti BC rhetoric. Maybe they where waitlisted there and can’t let it go.

",0
39,privatebanker,"
Tom. Don’t bother with the logic. Some posters are very interested in anti BC rhetoric. Maybe they where waitlisted there and can’t let it go.

",2
40,Dancingmom518,"
I graduated from BU back in medieval times. Glad to see the BU-BC rivalry lives on.
Seriously, they are both good schools. Students should pick based on which one fits them best.

",3
40,Dancingmom518,"
I graduated from BU back in medieval times. Glad to see the BU-BC rivalry lives on.
Seriously, they are both good schools. Students should pick based on which one fits them best.

",3
40,Dancingmom518,"
I graduated from BU back in medieval times. Glad to see the BU-BC rivalry lives on.
Seriously, they are both good schools. Students should pick based on which one fits them best.

",3
41,privatebanker,"
@Dancingmom518  :)&gt;-

",0
41,privatebanker,"
@Dancingmom518  :)&gt;-

",0
41,privatebanker,"
@Dancingmom518  :)&gt;-

",0
