index,user_id,comment,label
38,CottonTales,"
@TTdd16, only current students of color can weigh in on issues at the schools? Most students have interactions with a very diverse community of students and their opinions are  insightful as well. My kid is an Amherst grad of color,and I have shared very positive things via PM with  @gigichuck.

",1
38,CottonTales,"
@TTdd16, only current students of color can weigh in on issues at the schools? Most students have interactions with a very diverse community of students and their opinions are  insightful as well. My kid is an Amherst grad of color,and I have shared very positive things via PM with  @gigichuck.

",1
39,OHMomof2,"
@privatebanker I hear you. I loved the Lord Jeff- Mammoth selection and transition process though, D was there through it. Very democratic, current students and alumni got a vote, the list of finalists came from a student generated list. For a year they knew LJ was out but the new one wasn’t in, there were even humorous cups and shirts printed for that, with a big “?” 

",2
39,OHMomof2,"
@privatebanker I hear you. I loved the Lord Jeff- Mammoth selection and transition process though, D was there through it. Very democratic, current students and alumni got a vote, the list of finalists came from a student generated list. For a year they knew LJ was out but the new one wasn’t in, there were even humorous cups and shirts printed for that, with a big “?” 

",2
40,TTdd16,"
“The OP has two amazing choices, and I’m sure she’ll do well wherever she decides. She really needs current students from both colleges to weigh in on the specifics she asked about.”
@CottonTales, I wasn’t the one who brought up this issue. Another poster, without any direct connection to Dartmouth, did. But if @gigichuck has concerns about the environment for persons of color at Dartmouth, perhaps they’d be the best ones to reach out to her to share their experiences (as your kid did about Amherst.) And of course hearing from other current students about the specific issues in her original post would be helpful.

",0
40,TTdd16,"
“The OP has two amazing choices, and I’m sure she’ll do well wherever she decides. She really needs current students from both colleges to weigh in on the specifics she asked about.”
@CottonTales, I wasn’t the one who brought up this issue. Another poster, without any direct connection to Dartmouth, did. But if @gigichuck has concerns about the environment for persons of color at Dartmouth, perhaps they’d be the best ones to reach out to her to share their experiences (as your kid did about Amherst.) And of course hearing from other current students about the specific issues in her original post would be helpful.

",0
41,Scipio,"
Computer Science is indeed very strong at Dartmouth.  The computer language BASIC as well as the first computer time-sharing system were invented there by two Dartmouth professors,  One of the professors, John Kemeny, later went on to become the president of Dartmouth College.  And the college carries on this strong tradition of CS to this day.
https://en.wikipedia.org/wiki/Dartmouth_BASIC

",2
41,Scipio,"
Computer Science is indeed very strong at Dartmouth.  The computer language BASIC as well as the first computer time-sharing system were invented there by two Dartmouth professors,  One of the professors, John Kemeny, later went on to become the president of Dartmouth College.  And the college carries on this strong tradition of CS to this day.
https://en.wikipedia.org/wiki/Dartmouth_BASIC

",2
42,circuitrider,"
^Current students are preferable, of course. But, let’s face it, if we depended on them entirely, this thread would have died on the vine a long time ago. Nor would it be an issue if every post were full of high praises. Posters with glancing references to friends, or to colleagues they’ve met from the colleges in question or to trips they’ve made in passing the campuses, only get knocked when they say something negative. ~O)

",0
42,circuitrider,"
^Current students are preferable, of course. But, let’s face it, if we depended on them entirely, this thread would have died on the vine a long time ago. Nor would it be an issue if every post were full of high praises. Posters with glancing references to friends, or to colleagues they’ve met from the colleges in question or to trips they’ve made in passing the campuses, only get knocked when they say something negative. ~O)

",0
43,MYOS1634,"
The ‘experiment’ to curb hard liquor and hazing started 4-5 years ago - there should be data. Anyone has a link?

",0
43,MYOS1634,"
The ‘experiment’ to curb hard liquor and hazing started 4-5 years ago - there should be data. Anyone has a link?

",0
44,TTdd16,"
Three years ago, March 2015, is when the Moving Forward program launched, but some portions are still being implemented, so it’s still a relatively new program. Here’s one report  from August 2017, but much more data is readily available. https://news.dartmouth.edu/news/2017/08/increase-calls-alcohol-related-help-good-news

",0
44,TTdd16,"
Three years ago, March 2015, is when the Moving Forward program launched, but some portions are still being implemented, so it’s still a relatively new program. Here’s one report  from August 2017, but much more data is readily available. https://news.dartmouth.edu/news/2017/08/increase-calls-alcohol-related-help-good-news

",0
46,Hapworth,"
^Wrong choice, but congrats!  Just kidding!!!   Welcome to the Ivy League, kiddo!

",0
46,Hapworth,"
^Wrong choice, but congrats!  Just kidding!!!   Welcome to the Ivy League, kiddo!

",1
46,Hapworth,"
^Wrong choice, but congrats!  Just kidding!!!   Welcome to the Ivy League, kiddo!

",1
47,TTdd16,"
Thrilled for you (great choice–there was no wrong one!) Welcome to the Dartmouth family!

",0
47,TTdd16,"
Thrilled for you (great choice–there was no wrong one!) Welcome to the Dartmouth family!

",2
47,TTdd16,"
Thrilled for you (great choice–there was no wrong one!) Welcome to the Dartmouth family!

",3
48,gearmom,"
@gigichuck Did they give you a better financial package yet. Still press for that!!!
You are going to do really well at uni.

",0
48,gearmom,"
@gigichuck Did they give you a better financial package yet. Still press for that!!!
You are going to do really well at uni.

",0
48,gearmom,"
@gigichuck Did they give you a better financial package yet. Still press for that!!!
You are going to do really well at uni.

",0
50,gearmom,"
@gigichuck That is awesome news!!! You will find your groups of friends. I’ll PM you later about safety. Where will you fly into?

",0
50,gearmom,"
@gigichuck That is awesome news!!! You will find your groups of friends. I’ll PM you later about safety. Where will you fly into?

",2
50,gearmom,"
@gigichuck That is awesome news!!! You will find your groups of friends. I’ll PM you later about safety. Where will you fly into?

",0
52,MYOS1634,"
Congratulations!
Now we’re all going to PM you advice on safety 
There’ll be an international orientation before the regular one so email international admissions to ask them the starting date of international orientation and whether they’ll send shuttles to airports, which ones.

",0
52,MYOS1634,"
Congratulations!
Now we’re all going to PM you advice on safety 
There’ll be an international orientation before the regular one so email international admissions to ask them the starting date of international orientation and whether they’ll send shuttles to airports, which ones.

",0
52,MYOS1634,"
Congratulations!
Now we’re all going to PM you advice on safety 
There’ll be an international orientation before the regular one so email international admissions to ask them the starting date of international orientation and whether they’ll send shuttles to airports, which ones.

",0
53,Tigerle,"
Congratulations! I hope you will get a chance to learn to ski, it’s what makes the cold snowy winters all worthwhile.
",0
53,Tigerle,"
Congratulations! I hope you will get a chance to learn to ski, it’s what makes the cold snowy winters all worthwhile.
",2
53,Tigerle,"
Congratulations! I hope you will get a chance to learn to ski, it’s what makes the cold snowy winters all worthwhile.
",0
