index,user_id,comment,label
43,prezbucky,"
BC makes up for its lack of research (…which impacts that academic rep score…) with smaller classes, which means more interaction with profs.
Over half the classes at BC have fewer than 20 students and just 2% of classes have 100 or more.
At UNC, 42% are under 20 and 7% are 100+. That’s pretty good, but BC has the edge.
I take little things like that into account when I call them undergraduate peers.

",2
43,prezbucky,"
BC makes up for its lack of research (…which impacts that academic rep score…) with smaller classes, which means more interaction with profs.
Over half the classes at BC have fewer than 20 students and just 2% of classes have 100 or more.
At UNC, 42% are under 20 and 7% are 100+. That’s pretty good, but BC has the edge.
I take little things like that into account when I call them undergraduate peers.

",2
43,prezbucky,"
BC makes up for its lack of research (…which impacts that academic rep score…) with smaller classes, which means more interaction with profs.
Over half the classes at BC have fewer than 20 students and just 2% of classes have 100 or more.
At UNC, 42% are under 20 and 7% are 100+. That’s pretty good, but BC has the edge.
I take little things like that into account when I call them undergraduate peers.

",2
44,gearmom,"
@prezbucky OP is a junior so will likely have small classes but that could be important for other students. I get the impression that OP is resilient and driven and could thrive regardless.
And @SwellyBelly if you happen to know younger students going into engineering, WPI was specifically looking for a student from ND two years ago (the only state not represented in their incoming Frosh class). They might get a great aid package.

",0
44,gearmom,"
@prezbucky OP is a junior so will likely have small classes but that could be important for other students. I get the impression that OP is resilient and driven and could thrive regardless.
And @SwellyBelly if you happen to know younger students going into engineering, WPI was specifically looking for a student from ND two years ago (the only state not represented in their incoming Frosh class). They might get a great aid package.

",0
44,gearmom,"
@prezbucky OP is a junior so will likely have small classes but that could be important for other students. I get the impression that OP is resilient and driven and could thrive regardless.
And @SwellyBelly if you happen to know younger students going into engineering, WPI was specifically looking for a student from ND two years ago (the only state not represented in their incoming Frosh class). They might get a great aid package.

",0
45,happy1,"
Don’t forget that UNC will be debt free and BC will be about $20k in debt for the two years.

",1
45,happy1,"
Don’t forget that UNC will be debt free and BC will be about $20k in debt for the two years.

",1
45,happy1,"
Don’t forget that UNC will be debt free and BC will be about $20k in debt for the two years.

",1
46,prezbucky,"
Absolutely true – both schools probably feature small(ish) upper-level classes.
I guess my main point is that the OP can make this choice based on fit and cost without having to worry about rep or academic quality.
They’re within five places of one another in the US News undergrad ranking, which implies the same thing.

",3
46,prezbucky,"
Absolutely true – both schools probably feature small(ish) upper-level classes.
I guess my main point is that the OP can make this choice based on fit and cost without having to worry about rep or academic quality.
They’re within five places of one another in the US News undergrad ranking, which implies the same thing.

",0
46,prezbucky,"
Absolutely true – both schools probably feature small(ish) upper-level classes.
I guess my main point is that the OP can make this choice based on fit and cost without having to worry about rep or academic quality.
They’re within five places of one another in the US News undergrad ranking, which implies the same thing.

",3
47,leanid,"
Right on, prez! And, it doesn’t help UNC’s claim to be “one of the best in the nation” when poor, ol’ BC outdoes it on SAT/ACT scores. “This is not to say that [UNC] is not a very good school, but…”

",2
47,leanid,"
Right on, prez! And, it doesn’t help UNC’s claim to be “one of the best in the nation” when poor, ol’ BC outdoes it on SAT/ACT scores. “This is not to say that [UNC] is not a very good school, but…”

",2
47,leanid,"
Right on, prez! And, it doesn’t help UNC’s claim to be “one of the best in the nation” when poor, ol’ BC outdoes it on SAT/ACT scores. “This is not to say that [UNC] is not a very good school, but…”

",2
