index,user_id,comment,label_AB,label_AC,label_BC
12,MYOS1634,"
She’s not in McCombs so you can’t compare McCombs to the others. Assume she’ll get a degree in Economics. Another issue is that she didn’t make or apply for honors at UT which puts her at a disadvantage. (The order of priority for opportunities, contacts, etc, would be BHP or Plan II -&gt;McCombs-&gt;Economics with Honors-&gt;Economics).
Does she want economics or Business? Economics can be more flexible and can allow her to add some electives to personalize her profile. She may be able to add a Business certificate to it, develop expertise in US culture (through classes in American studies, African American studies, Hispanic studies)nifbshe plans to work for a TNC that does business with the US.
UT will also be much more diverse (ethnically and socio economically) than SMU. SMU business offers excellent contacts, networking, internships, etc. It is also rather homogeneous. So if your concern is internships and living in a big city, SMU would have the edge.
If you want diversity, UT has the edge.
In terms of political vibe, SMU is conservative and UT is liberal.

",3,0,2
12,MYOS1634,"
She’s not in McCombs so you can’t compare McCombs to the others. Assume she’ll get a degree in Economics. Another issue is that she didn’t make or apply for honors at UT which puts her at a disadvantage. (The order of priority for opportunities, contacts, etc, would be BHP or Plan II -&gt;McCombs-&gt;Economics with Honors-&gt;Economics).
Does she want economics or Business? Economics can be more flexible and can allow her to add some electives to personalize her profile. She may be able to add a Business certificate to it, develop expertise in US culture (through classes in American studies, African American studies, Hispanic studies)nifbshe plans to work for a TNC that does business with the US.
UT will also be much more diverse (ethnically and socio economically) than SMU. SMU business offers excellent contacts, networking, internships, etc. It is also rather homogeneous. So if your concern is internships and living in a big city, SMU would have the edge.
If you want diversity, UT has the edge.
In terms of political vibe, SMU is conservative and UT is liberal.

",0,3,2
15,PurpleTitan,"
@maplefall: That one is easy to explain: Look at the criteria by how rankings rank.
Look at how well Dartmouth ranks in any international ranking, for instance.
Or look at how well UIUC and UW-Seattle rank in USNews. Yet those are top schools for CS and engineering.
Look at how well A&M and Purdue rank in USNews. Yet those are top schools for engineering.
BTW, if she will get a grad degree, pick a cheaper undergrad.

",0,0,0
15,PurpleTitan,"
@maplefall: That one is easy to explain: Look at the criteria by how rankings rank.
Look at how well Dartmouth ranks in any international ranking, for instance.
Or look at how well UIUC and UW-Seattle rank in USNews. Yet those are top schools for CS and engineering.
Look at how well A&M and Purdue rank in USNews. Yet those are top schools for engineering.
BTW, if she will get a grad degree, pick a cheaper undergrad.

",3,0,1
15,PurpleTitan,"
@maplefall: That one is easy to explain: Look at the criteria by how rankings rank.
Look at how well Dartmouth ranks in any international ranking, for instance.
Or look at how well UIUC and UW-Seattle rank in USNews. Yet those are top schools for CS and engineering.
Look at how well A&M and Purdue rank in USNews. Yet those are top schools for engineering.
BTW, if she will get a grad degree, pick a cheaper undergrad.

",0,0,0
16,PurpleTitan,"
I have better examples: Missouri, Cincinnati, Oklahoma, and UIC are all ranked below IU by USNews.
Yet Mizzou is one of the top 3 journalism schools in the country. Cincy has one of the top design schools (and musical theatre programs) in the country. OU has one of the top meteorology programs in the country. UIC Nursing is highly respected. In each of those fields, those schools are considered powerhouses. For instance, design people could care less about Cincy’s USNews ranking. They care more about the fact that Cincy design grads are top-notch.
BTW, the USNews rankings can be gamed. I would not rely on them.
I personally prefer my tiers based off of alumni achievements:
https://talk.collegeconfidential.com/college-search-selection/1893105-ivy-equivalents-ranking-based-on-alumni-outcomes-take-2-1-p1.html
Those can not be gamed.

",0,0,0
16,PurpleTitan,"
I have better examples: Missouri, Cincinnati, Oklahoma, and UIC are all ranked below IU by USNews.
Yet Mizzou is one of the top 3 journalism schools in the country. Cincy has one of the top design schools (and musical theatre programs) in the country. OU has one of the top meteorology programs in the country. UIC Nursing is highly respected. In each of those fields, those schools are considered powerhouses. For instance, design people could care less about Cincy’s USNews ranking. They care more about the fact that Cincy design grads are top-notch.
BTW, the USNews rankings can be gamed. I would not rely on them.
I personally prefer my tiers based off of alumni achievements:
https://talk.collegeconfidential.com/college-search-selection/1893105-ivy-equivalents-ranking-based-on-alumni-outcomes-take-2-1-p1.html
Those can not be gamed.

",0,0,0
16,PurpleTitan,"
I have better examples: Missouri, Cincinnati, Oklahoma, and UIC are all ranked below IU by USNews.
Yet Mizzou is one of the top 3 journalism schools in the country. Cincy has one of the top design schools (and musical theatre programs) in the country. OU has one of the top meteorology programs in the country. UIC Nursing is highly respected. In each of those fields, those schools are considered powerhouses. For instance, design people could care less about Cincy’s USNews ranking. They care more about the fact that Cincy design grads are top-notch.
BTW, the USNews rankings can be gamed. I would not rely on them.
I personally prefer my tiers based off of alumni achievements:
https://talk.collegeconfidential.com/college-search-selection/1893105-ivy-equivalents-ranking-based-on-alumni-outcomes-take-2-1-p1.html
Those can not be gamed.

",0,0,0
18,PurpleTitan,"
Do well in undergrad cheaply and go to a brand name grad program.
That is my recommendation if you do not have a limitless amount of money.

",0,0,0
18,PurpleTitan,"
Do well in undergrad cheaply and go to a brand name grad program.
That is my recommendation if you do not have a limitless amount of money.

",0,0,0
18,PurpleTitan,"
Do well in undergrad cheaply and go to a brand name grad program.
That is my recommendation if you do not have a limitless amount of money.

",0,0,0
19,doschicos,"
You mentioned on another thread that your daughter was accepted at Mount Holyoke and crossed it off her list. What were her reasons?

",0,0,0
19,doschicos,"
You mentioned on another thread that your daughter was accepted at Mount Holyoke and crossed it off her list. What were her reasons?

",0,0,0
19,doschicos,"
You mentioned on another thread that your daughter was accepted at Mount Holyoke and crossed it off her list. What were her reasons?

",0,0,0
20,azmomof3,"
Yes, SMU has wealthy students but there are still many students that are on merit scholarships and/or financial aid.  My daughter has mentioned some crazy money stories but that doesn’t have much, if any, impact on study habits.  She’s also mentioned lots of stories of bargain shopping, kids with campus jobs, “free” stuff, and the normal spending habits of students on a budget.  If they go out on the weekends, etc. she is not spending a lot of money and there are plenty of opportunities on campus for entertainment that require no money.

",0,0,0
20,azmomof3,"
Yes, SMU has wealthy students but there are still many students that are on merit scholarships and/or financial aid.  My daughter has mentioned some crazy money stories but that doesn’t have much, if any, impact on study habits.  She’s also mentioned lots of stories of bargain shopping, kids with campus jobs, “free” stuff, and the normal spending habits of students on a budget.  If they go out on the weekends, etc. she is not spending a lot of money and there are plenty of opportunities on campus for entertainment that require no money.

",0,0,0
20,azmomof3,"
Yes, SMU has wealthy students but there are still many students that are on merit scholarships and/or financial aid.  My daughter has mentioned some crazy money stories but that doesn’t have much, if any, impact on study habits.  She’s also mentioned lots of stories of bargain shopping, kids with campus jobs, “free” stuff, and the normal spending habits of students on a budget.  If they go out on the weekends, etc. she is not spending a lot of money and there are plenty of opportunities on campus for entertainment that require no money.

",0,2,2
23,PurpleTitan,"
BTW, a smaller school (like SMU) may offer advantages when it comes to asking for prof recommendations for grad school.
She’ll have to be more of a go-getter at IU and UT-Austin.

",0,0,0
23,PurpleTitan,"
BTW, a smaller school (like SMU) may offer advantages when it comes to asking for prof recommendations for grad school.
She’ll have to be more of a go-getter at IU and UT-Austin.

",0,2,2
23,PurpleTitan,"
BTW, a smaller school (like SMU) may offer advantages when it comes to asking for prof recommendations for grad school.
She’ll have to be more of a go-getter at IU and UT-Austin.

",0,2,2
24,doschicos,"
@maplefall You and your daughter might know this already but Mount Holyoke is part of a 5 college consortium with Smith, Amherst, Hampshire, and the very large UMass Amherst campus. So, there will be some males who will take classes at MH and she could take classes on coed campuses. The town/small city of Amherst isn’t too far away as is Northampton and both are cool places with amenities for students.
https://www.fivecolleges.edu/consortium

",0,0,0
24,doschicos,"
@maplefall You and your daughter might know this already but Mount Holyoke is part of a 5 college consortium with Smith, Amherst, Hampshire, and the very large UMass Amherst campus. So, there will be some males who will take classes at MH and she could take classes on coed campuses. The town/small city of Amherst isn’t too far away as is Northampton and both are cool places with amenities for students.
https://www.fivecolleges.edu/consortium

",0,0,0
24,doschicos,"
@maplefall You and your daughter might know this already but Mount Holyoke is part of a 5 college consortium with Smith, Amherst, Hampshire, and the very large UMass Amherst campus. So, there will be some males who will take classes at MH and she could take classes on coed campuses. The town/small city of Amherst isn’t too far away as is Northampton and both are cool places with amenities for students.
https://www.fivecolleges.edu/consortium

",0,0,0
28,azmomof3,"
@maplefall - my daughter is a freshman.  She had some good choices, like your daughter, and I didn’t think SMU was going to make the top 3.  After final visits to the other choices - and none of them feeling quite right - she made a trip to SMU by herself for an admitted student weekend.  Within the first few hours, she knew she had found her place.  She works hard at her studies (she is an engineering major) but has had the time and opportunity to be involved with a few campus organizations.  Because she has been involved and met lots of different people, she has had a very good experience so far.  Sounds like your daughter has some great options.  Obviously there were more highly ranked options for engineering schools but we weren’t entirely sure she would enjoy engineering and hoped she would choose a school with lots of other options if she decided to change majors.  Rankings are important, I guess, but we didn’t really care all that much.  Factors like travel distance (she’s 1000 miles away but a short, relatively inexpensive direct flight), job / internship opportunities in large city (Dallas), active campus ministry (we are Catholic), affordability with merit scholarships, and a small, supportive engineering program played into her decision more than any ranking.

",0,2,2
28,azmomof3,"
@maplefall - my daughter is a freshman.  She had some good choices, like your daughter, and I didn’t think SMU was going to make the top 3.  After final visits to the other choices - and none of them feeling quite right - she made a trip to SMU by herself for an admitted student weekend.  Within the first few hours, she knew she had found her place.  She works hard at her studies (she is an engineering major) but has had the time and opportunity to be involved with a few campus organizations.  Because she has been involved and met lots of different people, she has had a very good experience so far.  Sounds like your daughter has some great options.  Obviously there were more highly ranked options for engineering schools but we weren’t entirely sure she would enjoy engineering and hoped she would choose a school with lots of other options if she decided to change majors.  Rankings are important, I guess, but we didn’t really care all that much.  Factors like travel distance (she’s 1000 miles away but a short, relatively inexpensive direct flight), job / internship opportunities in large city (Dallas), active campus ministry (we are Catholic), affordability with merit scholarships, and a small, supportive engineering program played into her decision more than any ranking.

",0,2,2
28,azmomof3,"
@maplefall - my daughter is a freshman.  She had some good choices, like your daughter, and I didn’t think SMU was going to make the top 3.  After final visits to the other choices - and none of them feeling quite right - she made a trip to SMU by herself for an admitted student weekend.  Within the first few hours, she knew she had found her place.  She works hard at her studies (she is an engineering major) but has had the time and opportunity to be involved with a few campus organizations.  Because she has been involved and met lots of different people, she has had a very good experience so far.  Sounds like your daughter has some great options.  Obviously there were more highly ranked options for engineering schools but we weren’t entirely sure she would enjoy engineering and hoped she would choose a school with lots of other options if she decided to change majors.  Rankings are important, I guess, but we didn’t really care all that much.  Factors like travel distance (she’s 1000 miles away but a short, relatively inexpensive direct flight), job / internship opportunities in large city (Dallas), active campus ministry (we are Catholic), affordability with merit scholarships, and a small, supportive engineering program played into her decision more than any ranking.

",0,2,2
29,PurpleTitan,"
ARWU is completely research-based (so would only tell you about faculty research prowess in mostly STEM and some social sciences). Williams wouldn’t even be ranked and Dartmouth is ranked extremely lowly by ARWU, for instance. A school like IU who’s strengths are in business, music, and dance (and doesn’t even offer engineering) would not do well in that ranking. But how much does a heavily STEM-based research ranking tell you about Kelley undergrad?
I used the Forbes subrankings because they have a ranking of “American Leaders”, per capita student awards, and per capita PhDs. I can’t find those alumni achievement rankings elsewhere.
Graduation rate mostly tells you how strong (and wealthy) entering students are. Salary is heavily influenced by major (and the mix of majors differs a lot; IU doesn’t have engineering; RPI and GTech offer almost no majors outside of STEM).
The elite professional school ranking is from a WSJ Feeder ranking from years back. I’ll try to find it.

",0,0,0
29,PurpleTitan,"
ARWU is completely research-based (so would only tell you about faculty research prowess in mostly STEM and some social sciences). Williams wouldn’t even be ranked and Dartmouth is ranked extremely lowly by ARWU, for instance. A school like IU who’s strengths are in business, music, and dance (and doesn’t even offer engineering) would not do well in that ranking. But how much does a heavily STEM-based research ranking tell you about Kelley undergrad?
I used the Forbes subrankings because they have a ranking of “American Leaders”, per capita student awards, and per capita PhDs. I can’t find those alumni achievement rankings elsewhere.
Graduation rate mostly tells you how strong (and wealthy) entering students are. Salary is heavily influenced by major (and the mix of majors differs a lot; IU doesn’t have engineering; RPI and GTech offer almost no majors outside of STEM).
The elite professional school ranking is from a WSJ Feeder ranking from years back. I’ll try to find it.

",0,0,0
29,PurpleTitan,"
ARWU is completely research-based (so would only tell you about faculty research prowess in mostly STEM and some social sciences). Williams wouldn’t even be ranked and Dartmouth is ranked extremely lowly by ARWU, for instance. A school like IU who’s strengths are in business, music, and dance (and doesn’t even offer engineering) would not do well in that ranking. But how much does a heavily STEM-based research ranking tell you about Kelley undergrad?
I used the Forbes subrankings because they have a ranking of “American Leaders”, per capita student awards, and per capita PhDs. I can’t find those alumni achievement rankings elsewhere.
Graduation rate mostly tells you how strong (and wealthy) entering students are. Salary is heavily influenced by major (and the mix of majors differs a lot; IU doesn’t have engineering; RPI and GTech offer almost no majors outside of STEM).
The elite professional school ranking is from a WSJ Feeder ranking from years back. I’ll try to find it.

",0,0,0
30,PurpleTitan,"
This ranking is similar:
http://beyondcollegerankings.com/?page_id=170

",0,0,0
30,PurpleTitan,"
This ranking is similar:
http://beyondcollegerankings.com/?page_id=170

",0,0,0
30,PurpleTitan,"
This ranking is similar:
http://beyondcollegerankings.com/?page_id=170

",0,0,0
31,PurpleTitan,"
OK, here is the WSJ ranking:
http://collegematchus.com/ranking-the-colleges-top-colleges-that-feed-alumni-into-grad-school-programs/
The top professional schools are listed here:
http://leiterlawschool.typepad.com/leiter/2007/08/wall-street-jou.html
Definitely an East-Coast bias (possibly because Stanford wasn’t willing to share data?)
I know that in business, the top MBA programs are the M7 (Stanford, HBS, Wharton, Chicago Booth, MIT Sloan, Columbia, Northwestern Kellogg) while for law, YHS-CCN are the top 6.
Of those 13, the breakdown between East Coast, Midwest, and West Coast is 8-3-2.

",0,0,0
31,PurpleTitan,"
OK, here is the WSJ ranking:
http://collegematchus.com/ranking-the-colleges-top-colleges-that-feed-alumni-into-grad-school-programs/
The top professional schools are listed here:
http://leiterlawschool.typepad.com/leiter/2007/08/wall-street-jou.html
Definitely an East-Coast bias (possibly because Stanford wasn’t willing to share data?)
I know that in business, the top MBA programs are the M7 (Stanford, HBS, Wharton, Chicago Booth, MIT Sloan, Columbia, Northwestern Kellogg) while for law, YHS-CCN are the top 6.
Of those 13, the breakdown between East Coast, Midwest, and West Coast is 8-3-2.

",0,0,0
31,PurpleTitan,"
OK, here is the WSJ ranking:
http://collegematchus.com/ranking-the-colleges-top-colleges-that-feed-alumni-into-grad-school-programs/
The top professional schools are listed here:
http://leiterlawschool.typepad.com/leiter/2007/08/wall-street-jou.html
Definitely an East-Coast bias (possibly because Stanford wasn’t willing to share data?)
I know that in business, the top MBA programs are the M7 (Stanford, HBS, Wharton, Chicago Booth, MIT Sloan, Columbia, Northwestern Kellogg) while for law, YHS-CCN are the top 6.
Of those 13, the breakdown between East Coast, Midwest, and West Coast is 8-3-2.

",0,0,0
