index,user_id,comment,label_AB,label_AC,label_BC
10,STEM2017,"

[quote]
Many national companies come each year to recruit at the Engineering Expo, the career fair.
[/quote]

Here is the list from last year’s Virginia Tech Engineering Expo.
https://expo.sec.vt.edu/student/Companies

",0,0,0
10,STEM2017,"

[quote]
Many national companies come each year to recruit at the Engineering Expo, the career fair.
[/quote]

Here is the list from last year’s Virginia Tech Engineering Expo.
https://expo.sec.vt.edu/student/Companies

",0,0,0
13,STEM2017,"
@Amateurengineer You are welcome.  All three of the schools you are interested in have career fairs.  I’m not sure if they have engineering specific career fairs like VT, but they probably do.  Keep poking around and I’ll bet you find info.
You have three great choices.
Good luck!

",3,3,3
13,STEM2017,"
@Amateurengineer You are welcome.  All three of the schools you are interested in have career fairs.  I’m not sure if they have engineering specific career fairs like VT, but they probably do.  Keep poking around and I’ll bet you find info.
You have three great choices.
Good luck!

",3,3,3
14,AlmostThere2018,"
@Amateurengineer – I know there’s a dining hall on the engineering campus and nearby housing.  Not sure if an actual dorm right there or not…
Appreciate your commitment to keeping us informed!  You communicate well and I think you’ll be an excellent engineer.

",0,0,0
14,AlmostThere2018,"
@Amateurengineer – I know there’s a dining hall on the engineering campus and nearby housing.  Not sure if an actual dorm right there or not…
Appreciate your commitment to keeping us informed!  You communicate well and I think you’ll be an excellent engineer.

",0,0,0
17,Sophley,"
You may want to investigate how challenging each program is…meaning how bad are the weed out courses.  I can only speak about PSU, but supposedly only 1 in 3 who start in engineeeing actually graduate with an engineering degree. It’s pretty brutal but that’s also why a lot of recruiters hire students from there. You could also compare the entrance to major requirements between schools. At PSU no one is technically accepted into their major. Rather they have to take a handful of required courses and hit a certain GPA before officially declaring it.

",0,0,0
17,Sophley,"
You may want to investigate how challenging each program is…meaning how bad are the weed out courses.  I can only speak about PSU, but supposedly only 1 in 3 who start in engineeeing actually graduate with an engineering degree. It’s pretty brutal but that’s also why a lot of recruiters hire students from there. You could also compare the entrance to major requirements between schools. At PSU no one is technically accepted into their major. Rather they have to take a handful of required courses and hit a certain GPA before officially declaring it.

",0,0,0
19,Sophley,"
1 - I’m a parent of a Penn Stater and many parents of engineering students complain on the parents Facebook page about how their formerly 4.0 GPA kids are now struggling. Lots of weed out classes.  (And possibly a bit too much partying.). Google “PSU engineering entrance to major requirements” for details. Some majors require GPAs as high as 3.2.
2 and #3 - As your email or letter states, you were accepted into the COLLEGE but with an intended major...but not directly into the major.  You are technically in what PSU calls premajor status. To officially declare your major, you will have to successfully complete several courses with a C or better and hit a certain overall GPA, which varies depending on your major.  Civil engineering requires a 2.6 but biomedical, mechanical,  and chemical require a 3.2.  My advice is to go to office hours, sign up for Lion tutors, create peer study groups, etc.  and try to do as many math courses as possible at your community college over the summer and transfer them in. Just make sure you confirm with an adviser that they will be accepted before doing so.
4 - PSU engineeeing is super tough but they are in high demand.  Alumni network is the largest outside of Michigan and so the brand name goes far.

",0,0,0
19,Sophley,"
1 - I’m a parent of a Penn Stater and many parents of engineering students complain on the parents Facebook page about how their formerly 4.0 GPA kids are now struggling. Lots of weed out classes.  (And possibly a bit too much partying.). Google “PSU engineering entrance to major requirements” for details. Some majors require GPAs as high as 3.2.
2 and #3 - As your email or letter states, you were accepted into the COLLEGE but with an intended major...but not directly into the major.  You are technically in what PSU calls premajor status. To officially declare your major, you will have to successfully complete several courses with a C or better and hit a certain overall GPA, which varies depending on your major.  Civil engineering requires a 2.6 but biomedical, mechanical,  and chemical require a 3.2.  My advice is to go to office hours, sign up for Lion tutors, create peer study groups, etc.  and try to do as many math courses as possible at your community college over the summer and transfer them in. Just make sure you confirm with an adviser that they will be accepted before doing so.
4 - PSU engineeeing is super tough but they are in high demand.  Alumni network is the largest outside of Michigan and so the brand name goes far.

",0,0,0
21,jllmtw,"
@Amateurengineer to answer your questions concerning riding the bus at NC State.  Most of the freshmen classes will be on main campus (the weed out classes as has been mentioned).  They are building a pedestrian tunnel to connect the two campuses.  They also stagger the classes between the two, so it is not a problem if you do have classes on both, which my sons did a couple of times.  And like PSU above, NC State engineering, your are accepted into the college but not the specific major.  Once you complete your first set of math and sciences, you apply to the major of your choice and it is based on grades in these core classes. Typically aerospace and chemical will be among the harder to get into.
Good Luck.

",3,0,0
21,jllmtw,"
@Amateurengineer to answer your questions concerning riding the bus at NC State.  Most of the freshmen classes will be on main campus (the weed out classes as has been mentioned).  They are building a pedestrian tunnel to connect the two campuses.  They also stagger the classes between the two, so it is not a problem if you do have classes on both, which my sons did a couple of times.  And like PSU above, NC State engineering, your are accepted into the college but not the specific major.  Once you complete your first set of math and sciences, you apply to the major of your choice and it is based on grades in these core classes. Typically aerospace and chemical will be among the harder to get into.
Good Luck.

",0,0,0
22,Creekland,"
My vote goes to VT, but H and I being alumni might make us a wee bit biased. H actually turned down NC State for VT when he got accepted off the wait list, but that was a few moons ago.  H owns his own company now, so I think he turned out ok.
VT is similar that one gets into their specialty after the core courses unless they’ve changed recently.
The setting in Blacksburg is incredible. We loved our time there. It’s only improved since our day.
All that said, you could pick based upon finances or where you think you want to live once done and do just fine with degrees from any of your choices. We live in Penn State territory and know a fair number of successful grads from there too. Head down to NC where H is from and there are plenty of NC State grads doing well too.
Best wishes to you with your selection.

",2,2,3
22,Creekland,"
My vote goes to VT, but H and I being alumni might make us a wee bit biased. H actually turned down NC State for VT when he got accepted off the wait list, but that was a few moons ago.  H owns his own company now, so I think he turned out ok.
VT is similar that one gets into their specialty after the core courses unless they’ve changed recently.
The setting in Blacksburg is incredible. We loved our time there. It’s only improved since our day.
All that said, you could pick based upon finances or where you think you want to live once done and do just fine with degrees from any of your choices. We live in Penn State territory and know a fair number of successful grads from there too. Head down to NC where H is from and there are plenty of NC State grads doing well too.
Best wishes to you with your selection.

",3,2,2
23,ppxyz123,"
@Amateurengineer have you made your decision yet. I am in a similar boat as well. Pls do keep us updated on your choice

",0,0,0
23,ppxyz123,"
@Amateurengineer have you made your decision yet. I am in a similar boat as well. Pls do keep us updated on your choice

",0,0,0
24,ucbalumnus,"
VT also has a first year general engineering status. Students who earn a 3.0 in those first year courses can choose any engineering major. Below 3.0 is competitive by GPA, depending on remaining capacity in the department.

",0,2,0
24,ucbalumnus,"
VT also has a first year general engineering status. Students who earn a 3.0 in those first year courses can choose any engineering major. Below 3.0 is competitive by GPA, depending on remaining capacity in the department.

",0,0,0
26,ppxyz123,"
@Amateurengineer - waiting eagerly for your update after the tours. NC state merit aid will be a deciding factor for me and i hear it could be informed by end of March. Pls update your info after the tours. If anyone has already toured to these campuses before kindly update

",2,0,0
26,ppxyz123,"
@Amateurengineer - waiting eagerly for your update after the tours. NC state merit aid will be a deciding factor for me and i hear it could be informed by end of March. Pls update your info after the tours. If anyone has already toured to these campuses before kindly update

",0,0,0
27,AlmostThere2018,"
Congrats on the VT acceptance.  And, yes, thanks for the update and keep it coming!!

",0,2,2
27,AlmostThere2018,"
Congrats on the VT acceptance.  And, yes, thanks for the update and keep it coming!!

",0,2,2
28,sevmom,"
Congratulations on the VT  acceptance and good luck with your decision. I love Virginia Tech but if PSU is significantly cheaper, then that may very well be the way to go. You will be fine coming out of any of these three schools.

",3,3,3
28,sevmom,"
Congratulations on the VT  acceptance and good luck with your decision. I love Virginia Tech but if PSU is significantly cheaper, then that may very well be the way to go. You will be fine coming out of any of these three schools.

",3,3,3
30,MYOS1634,"
Is it a 50k over 4 years?
No matter - that’s impressive!

",0,0,0
30,MYOS1634,"
Is it a 50k over 4 years?
No matter - that’s impressive!

",0,0,0
32,sevmom,"
Does that make it your least expensive option then?

",0,0,0
32,sevmom,"
Does that make it your least expensive option then?

",0,0,0
33,AlmostThere2018,"
UMD College Park engineering is excellent!  Congrats – you’re killin’ it!  

",0,0,0
33,AlmostThere2018,"
UMD College Park engineering is excellent!  Congrats – you’re killin’ it!  

",0,0,0
37,prezbucky,"
As an OOS student at NC State and VA Tech, total cost (not counting transportation and personal expenses) would be about:
NC State: ~$40k per year
https://studentservices.ncsu.edu/your-money/financial-aid/estimated-cost-of-attendance/undergraduate-student/
VA Tech: ~$43k per year
https://finaid.vt.edu/content/dam/finaid_vt_edu/Cost_of_Attendance/1920/COA%20OutofState%201920_UG.pdf
As an in-state student at PSU: ~$30k
That’s give or take a grand or so. So PSU would be about $10k-$13k less expensive per year, or about $40-50k less expensive over the course of four years.
I think PSU has a slightly stronger Engineering rep than VA Tech and NC State, though all are adequate.
So to me, I would choose PSU unless you fell in love with NC State or VA Tech to the point that the $40-$50k difference became a non-factor. Still, that’s a lot of money which you could use for a house down payment, grad school, traveling, investing, etc.

",1,1,3
37,prezbucky,"
As an OOS student at NC State and VA Tech, total cost (not counting transportation and personal expenses) would be about:
NC State: ~$40k per year
https://studentservices.ncsu.edu/your-money/financial-aid/estimated-cost-of-attendance/undergraduate-student/
VA Tech: ~$43k per year
https://finaid.vt.edu/content/dam/finaid_vt_edu/Cost_of_Attendance/1920/COA%20OutofState%201920_UG.pdf
As an in-state student at PSU: ~$30k
That’s give or take a grand or so. So PSU would be about $10k-$13k less expensive per year, or about $40-50k less expensive over the course of four years.
I think PSU has a slightly stronger Engineering rep than VA Tech and NC State, though all are adequate.
So to me, I would choose PSU unless you fell in love with NC State or VA Tech to the point that the $40-$50k difference became a non-factor. Still, that’s a lot of money which you could use for a house down payment, grad school, traveling, investing, etc.

",2,1,3
39,prezbucky,"
No problem. Wherever you go, work your tail off and shake hands (and have some fun - avoid early Friday classes, lol), and you’ll be fine.

",0,0,0
39,prezbucky,"
No problem. Wherever you go, work your tail off and shake hands (and have some fun - avoid early Friday classes, lol), and you’ll be fine.

",2,3,1
41,ppxyz123,"
@Amateurengineer thanks so much. I was so waiting for the reviews. Will wait for your Vtech review. My only concern with Penn State (other than being a college town) is the party culture.

",0,0,0
41,ppxyz123,"
@Amateurengineer thanks so much. I was so waiting for the reviews. Will wait for your Vtech review. My only concern with Penn State (other than being a college town) is the party culture.

",1,2,3
42,ppxyz123,"
@Amateurengineer Had a few questions.

Is your major Computer science in the College of engineering? How was that dept?
Is there a residence hall (new/ renovated ones) closer to CS department. Which residence hall do you recommend?
How is it to commute around - bus schedules?
Food
During cold weather do the kids find it difficult to walk around campus. I heard some colleges like Purdue have tunnels to walk around from residence hall to food courts - does Penn state have something similar?


",0,0,0
42,ppxyz123,"
@Amateurengineer Had a few questions.

Is your major Computer science in the College of engineering? How was that dept?
Is there a residence hall (new/ renovated ones) closer to CS department. Which residence hall do you recommend?
How is it to commute around - bus schedules?
Food
During cold weather do the kids find it difficult to walk around campus. I heard some colleges like Purdue have tunnels to walk around from residence hall to food courts - does Penn state have something similar?


",1,2,3
43,MYOS1634,"
Pennsylvania is not Minnesota or even Indiana… it’s not so cold that you need tunnels! 
CS can be in Engineering or IST. Degree content is different.
If concerned about party culture, don’t join a frat (like 70-80% students); look for a wellness/substance free dorm/ quiet floor; honors dorm (don’t remember which name) has a quiet sound proof room and is a few minutes away from Engineering.

",0,0,0
43,MYOS1634,"
Pennsylvania is not Minnesota or even Indiana… it’s not so cold that you need tunnels! 
CS can be in Engineering or IST. Degree content is different.
If concerned about party culture, don’t join a frat (like 70-80% students); look for a wellness/substance free dorm/ quiet floor; honors dorm (don’t remember which name) has a quiet sound proof room and is a few minutes away from Engineering.

",0,3,2
44,ppxyz123,"
Thanks @MYOS1634. Good to know its not that cold. My letter says Engg.
Do you have any recommendations closest to CS for double room/suite?
. I am not admitted to honors so cannot go for the honors dorm.

",0,0,0
44,ppxyz123,"
Thanks @MYOS1634. Good to know its not that cold. My letter says Engg.
Do you have any recommendations closest to CS for double room/suite?
. I am not admitted to honors so cannot go for the honors dorm.

",1,2,3
45,4gsmom,"
My daughter recently graduated from PSU with an engineering degree. She had incredible internships starting with the summer after her freshman year. She was offered a job before her senior year even started. If your con is that it’s a “party school”, live in the engineering dorm. It’s in a prime campus location (across from the shrine) and is a really good option for those who want a bit more of a studious environment. She is not a partier and still made a lot of friends, had a good time and ended up with a terrific job. You have a lot of great options - good luck with your decision. Exciting times!

",0,0,0
45,4gsmom,"
My daughter recently graduated from PSU with an engineering degree. She had incredible internships starting with the summer after her freshman year. She was offered a job before her senior year even started. If your con is that it’s a “party school”, live in the engineering dorm. It’s in a prime campus location (across from the shrine) and is a really good option for those who want a bit more of a studious environment. She is not a partier and still made a lot of friends, had a good time and ended up with a terrific job. You have a lot of great options - good luck with your decision. Exciting times!

",3,1,2
46,ppxyz123,"
@4gsmom thanks for the feedback. Is the engineering house,  the E-house in SLO community options. Are they close to CS classes (engg)?

",0,0,0
46,ppxyz123,"
@4gsmom thanks for the feedback. Is the engineering house,  the E-house in SLO community options. Are they close to CS classes (engg)?

",3,3,2
47,4gsmom,"
@ppxyz123 yes. It’s McKee Hall. And it’s on the west side of campus, not on top of, but not far from the engineering buildings. My daughter was a double major (in French and Francophone Studies) and she never complained about the distance to her classes. She’s a kind of shy, studious kid and we didn’t think PSU was the right fit and it turned out she knew herself well and thrived there.

",1,1,0
47,4gsmom,"
@ppxyz123 yes. It’s McKee Hall. And it’s on the west side of campus, not on top of, but not far from the engineering buildings. My daughter was a double major (in French and Francophone Studies) and she never complained about the distance to her classes. She’s a kind of shy, studious kid and we didn’t think PSU was the right fit and it turned out she knew herself well and thrived there.

",1,2,0
50,ppxyz123,"
@Amateurengineer great info thanks so much.
The question I had however is - do all freshmen take the same courses in first year
or for Mechanical engineering you have your own set of major courses and for CS I  have my own set - which is ok to do and we maintain the GPA for these courses. Its also  ok if there are a few general courses
However if both departments are taking same set of courses it means many will get weeded out from the major they want isnt it?
Purdue and TAMU and Vtech states clearly that first year is General engg where all freshmen take same courses right?
However Calpoly SLO - you are taking classes related to CS from Day 1.
I would like someone to confirm if at Penn State - all freshmen are taking same set of classes or the set of classes pertaining to their major with a few common ones. This is important for making my decision.
Can anyone please confirm?

",0,0,0
50,ppxyz123,"
@Amateurengineer great info thanks so much.
The question I had however is - do all freshmen take the same courses in first year
or for Mechanical engineering you have your own set of major courses and for CS I  have my own set - which is ok to do and we maintain the GPA for these courses. Its also  ok if there are a few general courses
However if both departments are taking same set of courses it means many will get weeded out from the major they want isnt it?
Purdue and TAMU and Vtech states clearly that first year is General engg where all freshmen take same courses right?
However Calpoly SLO - you are taking classes related to CS from Day 1.
I would like someone to confirm if at Penn State - all freshmen are taking same set of classes or the set of classes pertaining to their major with a few common ones. This is important for making my decision.
Can anyone please confirm?

",1,2,3
