index,user_id,comment,label_AB,label_AC,label_BC
46,Gudmom,"
My daughter was accepted to Cornell, RPI, Case Western, Northeastern, Clemson, Stevens, Rutgers and Rowan in-state, all for engineering. She had a range from no aid to very good merit. We really, really struggled with the decision, but it came down to Cornell, ranked #11 for engineering, and VT, ranked #14.
Cornell was too expensive for us, and the other schools just didn’t measure up. She cried for 24 hours, then she was over it.
She is finishing up her freshman year. She made Deans list last semester (no worries about getting her first choice major) She lives in the engineering housing (Lee Hall, Hypatia  for women, Galileo for men) which has probably made a difference- everyone is taking the same classes and so they all have to study at the same times, no pressure to party when you should study.
My favorite part? Everyone seems so happy to be there. When we were wandering around campus trying to come to terms with turning down “an Ivy” , kids would literally just start talking to us. “Would your daughter like to see my dorm room? I live in Lee Hall” or telling us about their plans for graduate school, how their classes went, what they thought about work-life balance. Literally random girls we met while petting their dogs. Tons of cute dogs.
The parents we met at restaurants were nice, and many were alums. They showed us photos of their kids, they asked us to let them know what she decided. Every single person we met was so great. There were NINE rainbows on our drive home. It was just so great. It IS so great.
My friend is a CEO of a tech company in the research triangle. She says “some of the best engineers I hire are VT grads”
I’m sorry, I am a little biased, but, really, it’s the whole package. Rutgers is basically a commuter campus. I don’t know much about PSU engineering.

",0,0,1
46,Gudmom,"
My daughter was accepted to Cornell, RPI, Case Western, Northeastern, Clemson, Stevens, Rutgers and Rowan in-state, all for engineering. She had a range from no aid to very good merit. We really, really struggled with the decision, but it came down to Cornell, ranked #11 for engineering, and VT, ranked #14.
Cornell was too expensive for us, and the other schools just didn’t measure up. She cried for 24 hours, then she was over it.
She is finishing up her freshman year. She made Deans list last semester (no worries about getting her first choice major) She lives in the engineering housing (Lee Hall, Hypatia  for women, Galileo for men) which has probably made a difference- everyone is taking the same classes and so they all have to study at the same times, no pressure to party when you should study.
My favorite part? Everyone seems so happy to be there. When we were wandering around campus trying to come to terms with turning down “an Ivy” , kids would literally just start talking to us. “Would your daughter like to see my dorm room? I live in Lee Hall” or telling us about their plans for graduate school, how their classes went, what they thought about work-life balance. Literally random girls we met while petting their dogs. Tons of cute dogs.
The parents we met at restaurants were nice, and many were alums. They showed us photos of their kids, they asked us to let them know what she decided. Every single person we met was so great. There were NINE rainbows on our drive home. It was just so great. It IS so great.
My friend is a CEO of a tech company in the research triangle. She says “some of the best engineers I hire are VT grads”
I’m sorry, I am a little biased, but, really, it’s the whole package. Rutgers is basically a commuter campus. I don’t know much about PSU engineering.

",0,1,2
47,Gudmom,"
By the way, I was
looking for stats for the current freshman class and saw this:  https://vtnews.vt.edu/articles/2018/10/eng-usnews-undergrad-ranking18.html
OK, if you can’t see it it says that Virginia tech is the FIFTH LARGEST PROVIDER of engineering graduates. So that’s a pretty big misunderstanding, but that’s all it is.

",0,0,0
47,Gudmom,"
By the way, I was
looking for stats for the current freshman class and saw this:  https://vtnews.vt.edu/articles/2018/10/eng-usnews-undergrad-ranking18.html
OK, if you can’t see it it says that Virginia tech is the FIFTH LARGEST PROVIDER of engineering graduates. So that’s a pretty big misunderstanding, but that’s all it is.

",0,2,2
49,sevmom,"
There  is detailed info online about retention if you google it. For instance, for 2016, 88.4% remained in engineering from freshman to sophomore years , 80.7% retention into third year. There is support if needed so a motivated student should be able to get at least to the 3.0 freshman  GPA that guarantees choice of major.  My son had no problem getting well above that threshold. Most kids that stay with engineering and put in the work  are able to get their choice of major .

",0,0,0
49,sevmom,"
There  is detailed info online about retention if you google it. For instance, for 2016, 88.4% remained in engineering from freshman to sophomore years , 80.7% retention into third year. There is support if needed so a motivated student should be able to get at least to the 3.0 freshman  GPA that guarantees choice of major.  My son had no problem getting well above that threshold. Most kids that stay with engineering and put in the work  are able to get their choice of major .

",0,0,0
50,airway1,"
Isn’t at the regional campus at PSU cheaper than main campus? I thought I saw 20k for regional but not sure

",0,0,0
50,airway1,"
Isn’t at the regional campus at PSU cheaper than main campus? I thought I saw 20k for regional but not sure

",0,0,0
51,Gudmom,"
My daughter is home for Spring break. She says her physics and chem classes were 200 people lectures, math classes 20-50 people, as are most other classes. Engineering was smaller first semester, around 30, now it’s about 50-60. They split up into working groups of 6 people in engineering. There is a one credit course you take if you are in Hypatia that’s a little GPA boost, it is mentoring and career events and 10 hours of community service which was honestly kind of fun for her at the beginning when she didn’t have a lot going on socially.
My daughters advice is that if you want better housing or a more social environment, pick O’Shaug or Peddrew-Yates. Pritchard is social but not nicer than Lee. But if you are concerned about work environment for freshman year, the engineering community helps for environmental reasons - no crowds wandering the halls when you are trying to study for a chem test - because they all have the same test. GPAs are higher for engineers in the engineering LLC.

",0,0,0
51,Gudmom,"
My daughter is home for Spring break. She says her physics and chem classes were 200 people lectures, math classes 20-50 people, as are most other classes. Engineering was smaller first semester, around 30, now it’s about 50-60. They split up into working groups of 6 people in engineering. There is a one credit course you take if you are in Hypatia that’s a little GPA boost, it is mentoring and career events and 10 hours of community service which was honestly kind of fun for her at the beginning when she didn’t have a lot going on socially.
My daughters advice is that if you want better housing or a more social environment, pick O’Shaug or Peddrew-Yates. Pritchard is social but not nicer than Lee. But if you are concerned about work environment for freshman year, the engineering community helps for environmental reasons - no crowds wandering the halls when you are trying to study for a chem test - because they all have the same test. GPAs are higher for engineers in the engineering LLC.

",0,2,2
52,Gudmom,"
My daughter says freshman internships aren’t “unheard of” but she doesn’t know anyone who has one. Most people do get them soph and jr year. A lot of recruiters come to campus.

",0,0,0
52,Gudmom,"
My daughter says freshman internships aren’t “unheard of” but she doesn’t know anyone who has one. Most people do get them soph and jr year. A lot of recruiters come to campus.

",0,0,0
53,Gudmom,"
Oh, therenis a VT subreddit that is really good for this kind of info, once you make a decision.
I will say one thing - thjnk about how your son will get to campus. You haven’t said what State you DO live in, but VT isn’t that easy to get to. My son is twice as far and it’s cheaper and easier to get him home from Miami. For DD, we have so far tried a plane, train, bus, and ride share. For us the bus to Allentown PA makes sense, but I still have to drive 1-1/2 hours each way to get her .

",0,1,0
53,Gudmom,"
Oh, therenis a VT subreddit that is really good for this kind of info, once you make a decision.
I will say one thing - thjnk about how your son will get to campus. You haven’t said what State you DO live in, but VT isn’t that easy to get to. My son is twice as far and it’s cheaper and easier to get him home from Miami. For DD, we have so far tried a plane, train, bus, and ride share. For us the bus to Allentown PA makes sense, but I still have to drive 1-1/2 hours each way to get her .

",0,0,0
55,ucbalumnus,"



 Gudmom:
[quote]
Rutgers is basically a commuter campus.
[/quote]

https://oirap.rutgers.edu/CDS/2017/New%20Brunswick%20CDS_2017-2018.pdf section F1 says that 85% of frosh live in the campus dorms, so it is nowhere close to being a mostly commuter campus.

",2,0,1
55,ucbalumnus,"



 Gudmom:
[quote]
Rutgers is basically a commuter campus.
[/quote]

https://oirap.rutgers.edu/CDS/2017/New%20Brunswick%20CDS_2017-2018.pdf section F1 says that 85% of frosh live in the campus dorms, so it is nowhere close to being a mostly commuter campus.

",0,0,1
56,ucbalumnus,"



 airway1:
[quote]
Isn’t at the regional campus at PSU cheaper than main campus? I thought I saw 20k for regional but not sure
[/quote]

Assuming living on campus, mechanical engineering major, PSU Erie is $37,860 for out-of-state, while PSU Main is $48,268.  See https://cce.ais.psu.edu/tuition-calculator-ui/#!/ .
Yes, you can complete a bachelor’s degree in EE, IE, or ME at PSU Erie, according to http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=55&ProgramIDs= .  However, the price is rather expensive if the intention is to transfer to PSU Main, using PSU Erie like a community college.

",1,2,2
56,ucbalumnus,"



 airway1:
[quote]
Isn’t at the regional campus at PSU cheaper than main campus? I thought I saw 20k for regional but not sure
[/quote]

Assuming living on campus, mechanical engineering major, PSU Erie is $37,860 for out-of-state, while PSU Main is $48,268.  See https://cce.ais.psu.edu/tuition-calculator-ui/#!/ .
Yes, you can complete a bachelor’s degree in EE, IE, or ME at PSU Erie, according to http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=55&ProgramIDs= .  However, the price is rather expensive if the intention is to transfer to PSU Main, using PSU Erie like a community college.

",0,0,0
56,ucbalumnus,"



 airway1:
[quote]
Isn’t at the regional campus at PSU cheaper than main campus? I thought I saw 20k for regional but not sure
[/quote]

Assuming living on campus, mechanical engineering major, PSU Erie is $37,860 for out-of-state, while PSU Main is $48,268.  See https://cce.ais.psu.edu/tuition-calculator-ui/#!/ .
Yes, you can complete a bachelor’s degree in EE, IE, or ME at PSU Erie, according to http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=55&ProgramIDs= .  However, the price is rather expensive if the intention is to transfer to PSU Main, using PSU Erie like a community college.

",0,2,2
57,spqr70nj,"
Tuition also increases @airway1 at PSU after a certain amount of credits are reached - going from sophomore to junior year.

",1,1,2
57,spqr70nj,"
Tuition also increases @airway1 at PSU after a certain amount of credits are reached - going from sophomore to junior year.

",0,0,0
57,spqr70nj,"
Tuition also increases @airway1 at PSU after a certain amount of credits are reached - going from sophomore to junior year.

",0,1,2
58,airway1,"
Thanks for the info. My son got into UP so didn’t look into the full structure of pricing for the other campuses

",1,1,2
58,airway1,"
Thanks for the info. My son got into UP so didn’t look into the full structure of pricing for the other campuses

",0,0,0
58,airway1,"
Thanks for the info. My son got into UP so didn’t look into the full structure of pricing for the other campuses

",0,2,1
59,Gudmom,"
@ucbalumnus what I mean by “Rutgers is basically a commuter campus” is that there really isn’t a campus feeling. It is several campuses spread all over New Brunswick and Piscataway, and there are so many students who live nearby that the campus empties out every weekend. They go home. I live 45 minutes away, and even the kids who do live on campus freshman year usually move back home sophomore year because there just isn’t a lot going on.
You can only tell so much by reading about it. Sometimes you have to experience it. I took classes post grad for a couple of years. Excellent instructors, well-respected program. But it could be lonely for an OOS student, and, well…go HOKIES!

",2,1,2
59,Gudmom,"
@ucbalumnus what I mean by “Rutgers is basically a commuter campus” is that there really isn’t a campus feeling. It is several campuses spread all over New Brunswick and Piscataway, and there are so many students who live nearby that the campus empties out every weekend. They go home. I live 45 minutes away, and even the kids who do live on campus freshman year usually move back home sophomore year because there just isn’t a lot going on.
You can only tell so much by reading about it. Sometimes you have to experience it. I took classes post grad for a couple of years. Excellent instructors, well-respected program. But it could be lonely for an OOS student, and, well…go HOKIES!

",1,0,2
59,Gudmom,"
@ucbalumnus what I mean by “Rutgers is basically a commuter campus” is that there really isn’t a campus feeling. It is several campuses spread all over New Brunswick and Piscataway, and there are so many students who live nearby that the campus empties out every weekend. They go home. I live 45 minutes away, and even the kids who do live on campus freshman year usually move back home sophomore year because there just isn’t a lot going on.
You can only tell so much by reading about it. Sometimes you have to experience it. I took classes post grad for a couple of years. Excellent instructors, well-respected program. But it could be lonely for an OOS student, and, well…go HOKIES!

",1,0,2
60,spqr70nj,"
@Gudmom I feel the same about Rutgers. We live even closer…15 miles and if my son decides to attend, I’d want him on campus. However, my biggest fear is that it will be deserted on weekends, he won’t have that true ‘college’ experience, and as he puts it, he’ll feel like it’s an extension of high school. In two weeks we are having second looks at some other schools he had been accepted at and hope he sees the benefits of those programs as well.

",2,1,2
60,spqr70nj,"
@Gudmom I feel the same about Rutgers. We live even closer…15 miles and if my son decides to attend, I’d want him on campus. However, my biggest fear is that it will be deserted on weekends, he won’t have that true ‘college’ experience, and as he puts it, he’ll feel like it’s an extension of high school. In two weeks we are having second looks at some other schools he had been accepted at and hope he sees the benefits of those programs as well.

",1,3,0
60,spqr70nj,"
@Gudmom I feel the same about Rutgers. We live even closer…15 miles and if my son decides to attend, I’d want him on campus. However, my biggest fear is that it will be deserted on weekends, he won’t have that true ‘college’ experience, and as he puts it, he’ll feel like it’s an extension of high school. In two weeks we are having second looks at some other schools he had been accepted at and hope he sees the benefits of those programs as well.

",1,0,0
61,njdadjets,"
Why in the world would you send your kid out of state and spend thousands more rather than going to Rutgers,tcnj, or  Rowan??? Because Rutgers is a commuter school? Why would that have a bearing on where to go? Wish I had that money to burn

",1,2,2
61,njdadjets,"
Why in the world would you send your kid out of state and spend thousands more rather than going to Rutgers,tcnj, or  Rowan??? Because Rutgers is a commuter school? Why would that have a bearing on where to go? Wish I had that money to burn

",2,0,1
61,njdadjets,"
Why in the world would you send your kid out of state and spend thousands more rather than going to Rutgers,tcnj, or  Rowan??? Because Rutgers is a commuter school? Why would that have a bearing on where to go? Wish I had that money to burn

",2,0,0
62,njdadjets,"
I get the issues with Rutgers lousy campus and buses, but in sheer cost/value vs private or out of state public schools—TCNJ and Rowan engineering for instate students are unbeatable now. Just take a look at their student outcomes—- high retention rates after freshman year, newer state of the art facilities —- near 100% employment or grad school after graduation plus average starting salarys for each engineering discipline in the high 60k’s to over 70k for computer and electrical engineering. Contrast that with out of state public school costs or what I call the “Stevens Dilemma” where a school like Stevens gives huge scholarship discounts to freshmen who fail to pull a 3.0 and thereafter lose that mo ru.

",1,2,2
62,njdadjets,"
I get the issues with Rutgers lousy campus and buses, but in sheer cost/value vs private or out of state public schools—TCNJ and Rowan engineering for instate students are unbeatable now. Just take a look at their student outcomes—- high retention rates after freshman year, newer state of the art facilities —- near 100% employment or grad school after graduation plus average starting salarys for each engineering discipline in the high 60k’s to over 70k for computer and electrical engineering. Contrast that with out of state public school costs or what I call the “Stevens Dilemma” where a school like Stevens gives huge scholarship discounts to freshmen who fail to pull a 3.0 and thereafter lose that mo ru.

",2,0,1
62,njdadjets,"
I get the issues with Rutgers lousy campus and buses, but in sheer cost/value vs private or out of state public schools—TCNJ and Rowan engineering for instate students are unbeatable now. Just take a look at their student outcomes—- high retention rates after freshman year, newer state of the art facilities —- near 100% employment or grad school after graduation plus average starting salarys for each engineering discipline in the high 60k’s to over 70k for computer and electrical engineering. Contrast that with out of state public school costs or what I call the “Stevens Dilemma” where a school like Stevens gives huge scholarship discounts to freshmen who fail to pull a 3.0 and thereafter lose that mo ru.

",2,0,0
63,njdadjets,"
Also consider the smaller pedestrian campuses of tcnj and Rowan where everything is a short walk away rather than Rutgers or PennState for instance. A smaller more manageable campus is a huge benefit to engineering students whose time is better spent studying and having some free time to relax as opposed to riding buses and essentially having to commute to class from your dorm a la Rutgers or Penn State

",2,2,1
63,njdadjets,"
Also consider the smaller pedestrian campuses of tcnj and Rowan where everything is a short walk away rather than Rutgers or PennState for instance. A smaller more manageable campus is a huge benefit to engineering students whose time is better spent studying and having some free time to relax as opposed to riding buses and essentially having to commute to class from your dorm a la Rutgers or Penn State

",0,0,0
63,njdadjets,"
Also consider the smaller pedestrian campuses of tcnj and Rowan where everything is a short walk away rather than Rutgers or PennState for instance. A smaller more manageable campus is a huge benefit to engineering students whose time is better spent studying and having some free time to relax as opposed to riding buses and essentially having to commute to class from your dorm a la Rutgers or Penn State

",3,0,0
